managerName,reportCalendarOrQuarter,cusip,value,shares,sourceFilingId,companyName
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,129500104,439715000.0,212576,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CALERES INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,130788102,2847868000.0,48932,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CALIFORNIA WTR SVC GROUP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,13100M509,1884010000.0,35156,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CALIX INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,131193104,1080385000.0,49972,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,TOPGOLF CALLAWAY BRANDS CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,13321L108,3884365000.0,148428,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CAMECO CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,134429109,3113754000.0,2308585,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CAMPBELL SOUP CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,136069101,25433338000.0,599560,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CANADIAN IMPERIAL BK COMM TO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,136375102,65690924000.0,556844,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CANADIAN NATL RY CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,136385101,9772275000.0,176554,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CANADIAN NAT RES LTD
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,136635109,441612000.0,11093,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CANADIAN SOLAR INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,13765N107,1930067000.0,95643,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CANNAE HLDGS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,138035100,36719000.0,20981,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CANOPY GROWTH CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14040H105,35752483000.0,417665,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CAPITAL ONE FINL CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,140501107,692278000.0,38936,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CAPITAL SOUTHWEST CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14149Y108,31550558000.0,1306443,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARDINAL HEALTH INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,141619106,382901000.0,19280,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARDIOVASCULAR SYS INC DEL
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14174T107,505904000.0,25838,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARETRUST REIT INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,142339100,21623844000.0,121423,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARLISLE COS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,143130102,52853282000.0,822235,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARMAX INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14316J108,5636828000.0,181482,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARLYLE GROUP INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,144285103,512385000.0,11447,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARPENTER TECHNOLOGY CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14448C104,58123333000.0,1270455,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARRIER GLOBAL CORPORATION
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14575E105,62334000.0,215999,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARS COM INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,146229109,5482650000.0,76233,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CARTERS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,147528103,20538483000.0,431688,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CASEYS GEN STORES INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14808P109,1160223000.0,26789,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CASS INFORMATION SYS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14843C105,560389000.0,24665,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CASTLE BIOSCIENCES INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,148806102,24232018000.0,368772,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CATALENT INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,14888U101,310643000.0,18736,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CATALYST PHARMACEUTICALS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,149123101,121180979000.0,1050832,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CATERPILLAR INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,149150104,1891121000.0,54783,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CATHAY GEN BANCORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,149568107,7182035000.0,62638,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CAVCO INDS INC DEL
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,150870103,53973246000.0,495668,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CELANESE CORP DEL
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,15135B101,22340124000.0,353427,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CENTENE CORP DEL
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,15135U109,7135278000.0,408664,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CENOVUS ENERGY INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,15189T107,8806530000.0,1318191,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CENTERPOINT ENERGY INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,153527106,270996000.0,6600,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CENTRAL GARDEN & PET CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,156504300,3583220000.0,56058,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CENTURY CMNTYS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,15677J108,1773626000.0,24223,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CERIDIAN HCM HLDG INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,15687V109,9901668000.0,410687,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CERTARA INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,15872M104,11538079000.0,425289,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHAMPIONX CORPORATION
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,159864107,33545147000.0,166213,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHARLES RIV LABS INTL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,16115Q308,1974360000.0,15745,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHART INDS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,16150R104,298294000.0,2848,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHASE CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,163072101,7857877000.0,224191,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHEESECAKE FACTORY INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,163092109,2499421000.0,172062,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHEGG INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,16359R103,26485668000.0,477838,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHEMED CORP NEW
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,163851108,770991000.0,25751,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHEMOURS CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,165167735,2948603000.0,379681,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHESAPEAKE ENERGY CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,165303108,8211866000.0,64160,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHESAPEAKE UTILS CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,166764100,506755293000.0,4781470,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHEVRON CORP NEW
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,16934W106,44397000.0,35236,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHIMERIX INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,169656105,138538892000.0,81098,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHIPOTLE MEXICAN GRILL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,169905106,4410069000.0,37632,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHOICE HOTELS INTL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,171340102,14487740000.0,163870,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHURCH & DWIGHT CO INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,171484108,12001462000.0,46689,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CHURCHILL DOWNS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,172062101,18772938000.0,167496,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CINCINNATI FINL CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,17243V102,162172000.0,10965,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CINEMARK HLDGS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,17259U204,464717000.0,47084,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CION INVT CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,172755100,6003560000.0,840607,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CIRRUS LOGIC INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,17275R102,488186264000.0,10911763,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CISCO SYS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,172908105,30468373000.0,113508,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CINTAS CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,174610105,24655222000.0,811828,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CITIZENS FINL GROUP INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,177835105,429389000.0,4725,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CITY HLDG CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,184496107,7910515000.0,67891,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CLEAN HARBORS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,18453H106,22953000.0,27544,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CLEAR CHANNEL OUTDOOR HLDGS
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,185899101,741222000.0,40438,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CLEVELAND-CLIFFS INC NEW
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,189054109,52118808000.0,329366,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CLOROX CO DEL
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,191098102,2025939000.0,3786,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COCA COLA CONS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,191216100,304413869000.0,4907526,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COCA COLA CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,192005106,186764000.0,45112,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CODEXIS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,192422103,13604088000.0,274553,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COGNEX CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19247A100,6463701000.0,101058,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19247G107,14794765000.0,388518,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHERENT CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19247L106,543833000.0,45624,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS QUALITY INCOM
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19247X100,366832000.0,18802,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS REIT & PFD &
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19248A109,1083238000.0,44395,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS INFRASTRUCTUR
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19248C105,1231189000.0,69013,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS LTD DURATION
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19248Y107,614889000.0,33972,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS SELECT PFD &
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19249H103,117190000.0,17133,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHERUS BIOSCIENCES INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19249X108,234514000.0,13123,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHEN & STEERS TAX ADVAN PFD
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,192576106,318415000.0,8294,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COHU INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,194014502,1491337000.0,27881,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,ENOVIS CORPORATION
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,194162103,21099284000.0,280762,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COLGATE PALMOLIVE CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,19459J104,409245000.0,17059,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COLLEGIUM PHARMACEUTICAL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,197236102,2741054000.0,127967,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COLUMBIA BKG SYS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,198516106,2559353000.0,28362,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COLUMBIA SPORTSWEAR CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,199333105,3673723000.0,98862,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COLUMBUS MCKINNON CORP N Y
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,199908104,13908840000.0,310719,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMFORT SYS USA INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,200340107,940646000.0,21664,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMERICA INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,200525103,8493308000.0,145558,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMMERCE BANCSHARES INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,201723103,11720398000.0,867246,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMMERCIAL METALS CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,203607106,1044856000.0,19906,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMMUNITY BK SYS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20369C106,450216000.0,12301,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMMUNITY HEALTHCARE TR INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,204166102,2167454000.0,38200,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMMVAULT SYS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20451N101,6806735000.0,198505,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMPASS MINERALS INTL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20564W105,147600000.0,120000,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMSCORE INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,205768302,178727000.0,162016,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COMSTOCK RES INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,205887102,51725446000.0,2072523,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONAGRA BRANDS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20602D101,805631000.0,6628,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONCENTRIX CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,207410101,8079720000.0,77794,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONMED CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20786W107,1370182000.0,77499,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONNECTONE BANCORP INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20825C104,193806442000.0,2975554,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONOCOPHILLIPS
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20848V105,120630000.0,106368,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONSENSUS CLOUD SOLUTIONS IN
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,20854L108,3094547000.0,53107,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONSOL ENERGY INC NEW
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,209115104,29777115000.0,4786202,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONSOLIDATED EDISON INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,21037T109,7672398000.0,97738,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CONSTELLATION ENERGY CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,217204106,147359723000.0,1959310,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COPART INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,218352102,2948051000.0,207150,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CORCEPT THERAPEUTICS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,21871N101,69718000.0,217351,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CORECIVIC INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,21871X109,4668243000.0,291401,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COREBRIDGE FINL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,21924B302,177765000.0,22820,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CORNERSTONE STRATEGIC VALUE
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,21924U300,95257000.0,12890,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CORNERSTONE TOTAL RETURN FD
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,219350105,51614856000.0,4854180,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CORNING INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,219798105,2847840000.0,269094,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,QUIDELORTHO CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,22052L104,75675521000.0,1254776,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CORTEVA INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,22160K105,260350781000.0,523982,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COSTCO WHSL CORP NEW
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,22160N109,97376758000.0,1414332,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,COSTAR GROUP INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,22410J106,3061425000.0,26949,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CRACKER BARREL OLD CTRY STOR
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,224441105,5434808000.0,47884,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CRANE HLDGS CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,225310101,1548814000.0,3552,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CREDIT ACCEP CORP MICH
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,225655109,226065000.0,16598,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CRESCENT CAP BDC INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,227046109,20343697000.0,160896,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CROCS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,227483104,439168000.0,19676,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CROSS CTRY HEALTHCARE INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,22822V101,209018273000.0,1561703,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CROWN CASTLE INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,228368106,4733304000.0,57228,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CROWN HLDGS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,229663109,53041881000.0,1147596,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CUBESMART
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,229899109,9355774000.0,88815,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CULLEN FROST BANKERS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,231021106,66771632000.0,1930868,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CUMMINS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,231561101,5679963000.0,32225,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,CURTISS WRIGHT CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,23291C103,409403000.0,18635,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DMC GLOBAL INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,23325P104,1061873000.0,96359,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DNP SELECT INCOME FD INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,23331A109,97756573000.0,5449116,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,D R HORTON INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,233331107,6553713000.0,59829,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DTE ENERGY CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,233368109,1222839000.0,137398,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DWS MUN INCOME TR
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,23342Q101,912562000.0,107613,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DWS STRATEGIC MUN INCOME TR
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,23355L106,1752874000.0,68579,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DXC TECHNOLOGY CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,235825205,873939000.0,58069,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DANA INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,235851102,246206327000.0,976854,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DANAHER CORPORATION
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,237194105,45975838000.0,1805957,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DARDEN RESTAURANTS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,237266101,15328496000.0,262474,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DARLING INGREDIENTS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,23918K108,3921170000.0,48344,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DAVITA INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,24344T101,195118000.0,12629,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DECIPHERA PHARMACEUTICALS IN
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,243537107,20466143000.0,45526,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DECKERS OUTDOOR CORP
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,244199105,78112865000.0,695791,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DEERE & CO
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,24665A103,314696000.0,13712,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DELEK US HLDGS INC NEW
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,24790A101,508867000.0,5807,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DENBURY INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,24823R105,954697000.0,41437,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DENALI THERAPEUTICS INC
ENVESTNET ASSET MANAGEMENT INC,2023-03-31,24869P104,3489810000.0,312707,raw_2023-05-11_archives_edgar_data_1407543_0001214659-23-006793.txt,DENNYS CORP
